currency,partner,sector10,sectpart,stk_flow,bop_item,geotime,date,value
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,AT,1995-01-01,
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,AT,1996-01-01,
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,AT,1997-01-01,
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,AT,1998-01-01,
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,AT,1999-01-01,22679.0
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,AT,2000-01-01,29773.0
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,AT,2001-01-01,35637.0
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,AT,2002-01-01,44498.0
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,AT,2003-01-01,48436.0
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,AT,2004-01-01,56512.0
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,AT,2005-01-01,133262.0
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,AT,2006-01-01,161176.0
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,AT,2007-01-01,207604.0
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,AT,2008-01-01,218772.0
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,AT,2009-01-01,235387.0
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,AT,2010-01-01,238029.0
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,AT,2011-01-01,260739.0
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,AT,2012-01-01,277550.0
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,AT,2013-01-01,285129.0
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,AT,2014-01-01,301925.0
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,AT,2015-01-01,302321.0
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,AT,2016-01-01,276239.0
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,AT,2017-01-01,283848.0
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,BE,1995-01-01,
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,BE,1996-01-01,
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,BE,1997-01-01,
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,BE,1998-01-01,
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,BE,1999-01-01,
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,BE,2000-01-01,
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,BE,2001-01-01,
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,BE,2002-01-01,
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,BE,2003-01-01,
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,BE,2004-01-01,
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,BE,2005-01-01,320553.0
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,BE,2006-01-01,365494.0
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,BE,2007-01-01,421911.0
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,BE,2008-01-01,660494.0
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,BE,2009-01-01,696258.0
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,BE,2010-01-01,776537.0
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,BE,2011-01-01,864777.0
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,BE,2012-01-01,861445.0
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,BE,2013-01-01,819512.0
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,BE,2014-01-01,931765.0
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,BE,2015-01-01,988653.0
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,BE,2016-01-01,1024843.0
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,BE,2017-01-01,963496.0
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,BG,1995-01-01,
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,BG,1996-01-01,
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,BG,1997-01-01,
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,BG,1998-01-01,
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,BG,1999-01-01,
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,BG,2000-01-01,183.6
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,BG,2001-01-01,162.2
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,BG,2002-01-01,226.5
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,BG,2003-01-01,216.4
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,BG,2004-01-01,679.7
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,BG,2005-01-01,795.0
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,BG,2006-01-01,1302.9
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,BG,2007-01-01,2513.9
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,BG,2008-01-01,3796.3
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,BG,2009-01-01,3982.7
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,BG,2010-01-01,5469.5
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,BG,2011-01-01,6168.9
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,BG,2012-01-01,6658.8
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,BG,2013-01-01,6991.7
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,BG,2014-01-01,7845.0
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,BG,2015-01-01,8072.5
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,BG,2016-01-01,9655.4
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,BG,2017-01-01,10796.2
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,CY,1995-01-01,
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,CY,1996-01-01,
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,CY,1997-01-01,
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,CY,1998-01-01,
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,CY,1999-01-01,
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,CY,2000-01-01,
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,CY,2001-01-01,
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,CY,2002-01-01,
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,CY,2003-01-01,
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,CY,2004-01-01,
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,CY,2005-01-01,
MIO_NAC,WRL_REST,S1,S1,A_LE,FA__D__F,CY,2006-01-01,
