currency,bop_item,sector10,sectpart,partner,stk_flow,geo\time,date,value
MIO_NAC,FA__F__F7,S1,S1,WRL_REST,N_LE,AT,1995-01-01,: 
MIO_NAC,FA__F__F7,S1,S1,WRL_REST,N_LE,AT,1996-01-01,: 
MIO_NAC,FA__F__F7,S1,S1,WRL_REST,N_LE,AT,1997-01-01,: 
MIO_NAC,FA__F__F7,S1,S1,WRL_REST,N_LE,AT,1998-01-01,: 
MIO_NAC,FA__F__F7,S1,S1,WRL_REST,N_LE,AT,1999-01-01,0.0 
MIO_NAC,FA__F__F7,S1,S1,WRL_REST,N_LE,AT,2000-01-01,0.0 
MIO_NAC,FA__F__F7,S1,S1,WRL_REST,N_LE,AT,2001-01-01,0.0 
MIO_NAC,FA__F__F7,S1,S1,WRL_REST,N_LE,AT,2002-01-01,0.0 
MIO_NAC,FA__F__F7,S1,S1,WRL_REST,N_LE,AT,2003-01-01,0.0 
MIO_NAC,FA__F__F7,S1,S1,WRL_REST,N_LE,AT,2004-01-01,0.0 
MIO_NAC,FA__F__F7,S1,S1,WRL_REST,N_LE,AT,2005-01-01,0.0 
MIO_NAC,FA__F__F7,S1,S1,WRL_REST,N_LE,AT,2006-01-01,-9.0 
MIO_NAC,FA__F__F7,S1,S1,WRL_REST,N_LE,AT,2007-01-01,-774.0 
MIO_NAC,FA__F__F7,S1,S1,WRL_REST,N_LE,AT,2008-01-01,3625.0 
MIO_NAC,FA__F__F7,S1,S1,WRL_REST,N_LE,AT,2009-01-01,4127.0 
MIO_NAC,FA__F__F7,S1,S1,WRL_REST,N_LE,AT,2010-01-01,2675.0 
MIO_NAC,FA__F__F7,S1,S1,WRL_REST,N_LE,AT,2011-01-01,2830.0 
MIO_NAC,FA__F__F7,S1,S1,WRL_REST,N_LE,AT,2012-01-01,3545.0 
MIO_NAC,FA__F__F7,S1,S1,WRL_REST,N_LE,AT,2013-01-01,1259.0 
MIO_NAC,FA__F__F7,S1,S1,WRL_REST,N_LE,AT,2014-01-01,1116.0 
MIO_NAC,FA__F__F7,S1,S1,WRL_REST,N_LE,AT,2015-01-01,-220.0 
