unit,bop_item,sector10,sectpart,stk_flow,partner,s_adj,geotime,date,value
MIO_NAC,FA,S1,S1,NET,WRL_REST,NSA,AT,1995-01-01,
MIO_NAC,FA,S1,S1,NET,WRL_REST,NSA,AT,1996-01-01,
MIO_NAC,FA,S1,S1,NET,WRL_REST,NSA,AT,1997-01-01,
MIO_NAC,FA,S1,S1,NET,WRL_REST,NSA,AT,1998-01-01,
MIO_NAC,FA,S1,S1,NET,WRL_REST,NSA,AT,1999-01-01,7860
MIO_NAC,FA,S1,S1,NET,WRL_REST,NSA,AT,2000-01-01,4050
MIO_NAC,FA,S1,S1,NET,WRL_REST,NSA,AT,2001-01-01,5716
MIO_NAC,FA,S1,S1,NET,WRL_REST,NSA,AT,2002-01-01,1904
MIO_NAC,FA,S1,S1,NET,WRL_REST,NSA,AT,2003-01-01,5190
MIO_NAC,FA,S1,S1,NET,WRL_REST,NSA,AT,2004-01-01,4322
MIO_NAC,FA,S1,S1,NET,WRL_REST,NSA,AT,2005-01-01,5315
MIO_NAC,FA,S1,S1,NET,WRL_REST,NSA,AT,2006-01-01,12020
MIO_NAC,FA,S1,S1,NET,WRL_REST,NSA,AT,2007-01-01,12295
MIO_NAC,FA,S1,S1,NET,WRL_REST,NSA,AT,2008-01-01,9801
MIO_NAC,FA,S1,S1,NET,WRL_REST,NSA,AT,2009-01-01,9326
MIO_NAC,FA,S1,S1,NET,WRL_REST,NSA,AT,2010-01-01,3369
MIO_NAC,FA,S1,S1,NET,WRL_REST,NSA,AT,2011-01-01,4752
MIO_NAC,FA,S1,S1,NET,WRL_REST,NSA,AT,2012-01-01,5223
MIO_NAC,FA,S1,S1,NET,WRL_REST,NSA,AT,2013-01-01,10922
MIO_NAC,FA,S1,S1,NET,WRL_REST,NSA,AT,2014-01-01,2840
MIO_NAC,FA,S1,S1,NET,WRL_REST,NSA,AT,2015-01-01,4015
MIO_NAC,FA,S1,S1,NET,WRL_REST,NSA,AT,2016-01-01,10671
MIO_NAC,FA,S1,S1,NET,WRL_REST,NSA,AT,2017-01-01,8995
MIO_NAC,FA,S1,S1,NET,WRL_REST,NSA,BE,1995-01-01,
MIO_NAC,FA,S1,S1,NET,WRL_REST,NSA,BE,1996-01-01,
MIO_NAC,FA,S1,S1,NET,WRL_REST,NSA,BE,1997-01-01,
MIO_NAC,FA,S1,S1,NET,WRL_REST,NSA,BE,1998-01-01,
MIO_NAC,FA,S1,S1,NET,WRL_REST,NSA,BE,1999-01-01,
MIO_NAC,FA,S1,S1,NET,WRL_REST,NSA,BE,2000-01-01,
MIO_NAC,FA,S1,S1,NET,WRL_REST,NSA,BE,2001-01-01,
MIO_NAC,FA,S1,S1,NET,WRL_REST,NSA,BE,2002-01-01,
MIO_NAC,FA,S1,S1,NET,WRL_REST,NSA,BE,2003-01-01,9642
MIO_NAC,FA,S1,S1,NET,WRL_REST,NSA,BE,2004-01-01,8014
