indic_bt,nace_r2,s_adj,unit,geo\time,date,value
IMPR,MIG_NDCOG,NSA,I2015_NSA,CH,2017-10-01,100.5 
IMPR,MIG_NDCOG,NSA,I2015_NSA,CH,2017-11-01,100.8 
IMPR,MIG_NDCOG,NSA,I2015_NSA,CH,2017-12-01,101.3 
IMPR,MIG_NDCOG,NSA,I2015_NSA,CH,2018-01-01,101.3 
IMPR,MIG_NDCOG,NSA,I2015_NSA,CH,2018-02-01,101.3 
IMPR,MIG_NDCOG,NSA,I2015_NSA,CH,2018-03-01,100.2 
IMPR,MIG_NDCOG,NSA,I2015_NSA,CH,2018-04-01,100.1 
IMPR,MIG_NDCOG,NSA,I2015_NSA,CH,2018-05-01,99.7 
IMPR,MIG_NDCOG,NSA,I2015_NSA,CH,2018-06-01,100.2 
IMPR,MIG_NDCOG,NSA,I2015_NSA,CH,2018-07-01,100.2 
IMPR,MIG_NDCOG,NSA,I2015_NSA,CH,2018-08-01,100.5 
IMPR,MIG_NDCOG,NSA,I2015_NSA,CH,2018-09-01,100.0 
IMPR,MIG_NDCOG,NSA,I2015_NSA,DE,2017-10-01,100.4 
IMPR,MIG_NDCOG,NSA,I2015_NSA,DE,2017-11-01,100.5 
IMPR,MIG_NDCOG,NSA,I2015_NSA,DE,2017-12-01,100.3 
IMPR,MIG_NDCOG,NSA,I2015_NSA,DE,2018-01-01,99.8 
IMPR,MIG_NDCOG,NSA,I2015_NSA,DE,2018-02-01,99.9 
IMPR,MIG_NDCOG,NSA,I2015_NSA,DE,2018-03-01,100.0 
IMPR,MIG_NDCOG,NSA,I2015_NSA,DE,2018-04-01,100.2 
IMPR,MIG_NDCOG,NSA,I2015_NSA,DE,2018-05-01,100.8 
IMPR,MIG_NDCOG,NSA,I2015_NSA,DE,2018-06-01,100.9 
IMPR,MIG_NDCOG,NSA,I2015_NSA,DE,2018-07-01,100.8 
IMPR,MIG_NDCOG,NSA,I2015_NSA,DE,2018-08-01,101.0 
IMPR,MIG_NDCOG,NSA,I2015_NSA,DE,2018-09-01,: 
IMPR,MIG_NDCOG,NSA,I2015_NSA,DK,2017-10-01,98.4 
IMPR,MIG_NDCOG,NSA,I2015_NSA,DK,2017-11-01,97.8 
IMPR,MIG_NDCOG,NSA,I2015_NSA,DK,2017-12-01,97.5 
IMPR,MIG_NDCOG,NSA,I2015_NSA,DK,2018-01-01,97.2 
IMPR,MIG_NDCOG,NSA,I2015_NSA,DK,2018-02-01,97.3 
IMPR,MIG_NDCOG,NSA,I2015_NSA,DK,2018-03-01,97.0 
IMPR,MIG_NDCOG,NSA,I2015_NSA,DK,2018-04-01,96.8 
IMPR,MIG_NDCOG,NSA,I2015_NSA,DK,2018-05-01,97.2 
IMPR,MIG_NDCOG,NSA,I2015_NSA,DK,2018-06-01,98.1 
IMPR,MIG_NDCOG,NSA,I2015_NSA,DK,2018-07-01,98.2 
IMPR,MIG_NDCOG,NSA,I2015_NSA,DK,2018-08-01,98.1 
IMPR,MIG_NDCOG,NSA,I2015_NSA,DK,2018-09-01,97.6 
