currency,bop_item,sector10,sectpart,partner,stk_flow,geo\time,date,value
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,AT,1995-01-01,: 
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,AT,1996-01-01,: 
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,AT,1997-01-01,: 
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,AT,1998-01-01,: 
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,AT,1999-01-01,93593.0 
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,AT,2000-01-01,123959.0 
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,AT,2001-01-01,127605.0 
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,AT,2002-01-01,145403.0 
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,AT,2003-01-01,163923.0 
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,AT,2004-01-01,194213.0 
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,AT,2005-01-01,240933.0 
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,AT,2006-01-01,268001.0 
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,AT,2007-01-01,275524.0 
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,AT,2008-01-01,231676.0 
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,AT,2009-01-01,250217.0 
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,AT,2010-01-01,266299.0
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,AT,2011-01-01,247332.0
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,AT,2012-01-01,253337.0 
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,AT,2013-01-01,257213.0
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,AT,2014-01-01,279489.0
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,AT,2015-01-01,281260.0
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,AT,2016-01-01,292452.0
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,AT,2017-01-01,302222.0
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BE,1995-01-01,: 
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BE,1996-01-01,: 
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BE,1997-01-01,: 
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BE,1998-01-01,: 
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BE,1999-01-01,: 
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BE,2000-01-01,: 
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BE,2001-01-01,: 
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BE,2002-01-01,: 
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BE,2003-01-01,: 
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BE,2004-01-01,: 
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BE,2005-01-01,470157.0 
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BE,2006-01-01,490857.0 
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BE,2007-01-01,568810.0 
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BE,2008-01-01,528512.0 
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BE,2009-01-01,533968.0 
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BE,2010-01-01,541533.0
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BE,2011-01-01,509325.0
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BE,2012-01-01,512242.0 
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BE,2013-01-01,519599.0
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BE,2014-01-01,603061.0
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BE,2015-01-01,615289.0
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BE,2016-01-01,658965.0
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BE,2017-01-01,692156.0
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BG,1995-01-01,: 
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BG,1996-01-01,: 
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BG,1997-01-01,: 
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BG,1998-01-01,: 
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BG,1999-01-01,: 
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BG,2000-01-01,: 
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BG,2001-01-01,: 
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BG,2002-01-01,: 
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BG,2003-01-01,: 
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BG,2004-01-01,: 
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BG,2005-01-01,: 
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BG,2006-01-01,: 
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BG,2007-01-01,: 
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BG,2008-01-01,: 
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BG,2009-01-01,: 
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BG,2010-01-01,5096.0
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BG,2011-01-01,5243.6
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BG,2012-01-01,8690.3 
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BG,2013-01-01,9799.0
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BG,2014-01-01,10951.5
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BG,2015-01-01,9877.1
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BG,2016-01-01,12281.7
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,BG,2017-01-01,14445.6
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,CY,1995-01-01,: 
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,CY,1996-01-01,: 
MIO_NAC,FA__P__F,S1,S1,WRL_REST,A_LE,CY,1997-01-01,: 
