unit,geotime,date,value
INX_Q,AT,2005-01-01,
INX_Q,AT,2005-04-01,
INX_Q,AT,2005-07-01,
INX_Q,AT,2005-10-01,
INX_Q,AT,2006-01-01,
INX_Q,AT,2006-04-01,
INX_Q,AT,2006-07-01,
INX_Q,AT,2006-10-01,
INX_Q,AT,2007-01-01,
INX_Q,AT,2007-04-01,
INX_Q,AT,2007-07-01,
INX_Q,AT,2007-10-01,
INX_Q,AT,2008-01-01,
INX_Q,AT,2008-04-01,
INX_Q,AT,2008-07-01,
INX_Q,AT,2008-10-01,
INX_Q,AT,2009-01-01,
INX_Q,AT,2009-04-01,
INX_Q,AT,2009-07-01,
INX_Q,AT,2009-10-01,
INX_Q,AT,2010-01-01,74.05
INX_Q,AT,2010-04-01,76.54
INX_Q,AT,2010-07-01,78.16
INX_Q,AT,2010-10-01,78.44
INX_Q,AT,2011-01-01,79.01
INX_Q,AT,2011-04-01,81.05
INX_Q,AT,2011-07-01,82.83
INX_Q,AT,2011-10-01,83.5
INX_Q,AT,2012-01-01,85.5
INX_Q,AT,2012-04-01,86.75
INX_Q,AT,2012-07-01,89.14
INX_Q,AT,2012-10-01,88.89
INX_Q,AT,2013-01-01,90.37
INX_Q,AT,2013-04-01,91.74
INX_Q,AT,2013-07-01,94.48
INX_Q,AT,2013-10-01,91.81
INX_Q,AT,2014-01-01,94.32
INX_Q,AT,2014-04-01,95.83
INX_Q,AT,2014-07-01,95.14
INX_Q,AT,2014-10-01,96.03
INX_Q,AT,2015-01-01,93.88
INX_Q,AT,2015-04-01,99.89
INX_Q,AT,2015-07-01,104.01
INX_Q,AT,2015-10-01,102.22
INX_Q,AT,2016-01-01,106.48
INX_Q,AT,2016-04-01,108.87
INX_Q,AT,2016-07-01,109.43
INX_Q,AT,2016-10-01,109.35
INX_Q,AT,2017-01-01,111.54
INX_Q,AT,2017-04-01,114.24
INX_Q,AT,2017-07-01,114.75
INX_Q,AT,2017-10-01,116.51
INX_Q,AT,2018-01-01,117.5
INX_Q,AT,2018-04-01,118.51
INX_Q,BE,2005-01-01,69.68
INX_Q,BE,2005-04-01,71.24
INX_Q,BE,2005-07-01,73.78
INX_Q,BE,2005-10-01,75.24
